Land_Area_acres,Temperature_C,Humidity_pct,Rainfall_mm,WindSpeed_kmph,Soil_Type,Crop_Type,Crop_Stage,Season,Water_Required_Litres
1.42,38.3,21.7,0.0,28.3,Clay,Sugarcane,Growth,Summer,53081.7
3.57,27.9,59.1,22.9,22.6,Loamy,Maize,Harvest,Monsoon,74198.8
7.27,30.6,43.2,8.7,1.1,Sandy,Sugarcane,Flowering,Summer,331452.3
9.73,38.1,77.1,28.0,25.8,Sandy,Rice,Flowering,Monsoon,382383.8
4.17,26.8,46.8,0.0,9.5,Clay,Rice,Harvest,Winter,97192.8
6.94,33.3,56.6,9.6,8.0,Sandy,Cotton,Growth,Monsoon,203519.7
1.1,37.1,70.1,0.3,13.8,Clay,Wheat,Harvest,Summer,23947.1
3.71,24.0,40.0,0.0,11.5,Silty,Wheat,Seedling,Winter,80044.2
6.13,15.0,36.0,11.1,9.5,Silty,Maize,Harvest,Winter,128894.1
9.67,36.2,77.7,14.4,3.4,Clay,Wheat,Flowering,Monsoon,220940.4
8.95,19.5,35.2,0.0,15.7,Silty,Cotton,Seedling,Winter,203703.5
8.93,30.0,63.9,11.4,27.1,Sandy,Maize,Growth,Winter,271553.1
3.87,26.4,72.1,0.0,28.5,Silty,Rice,Growth,Winter,114568.7
0.89,30.0,41.7,4.9,8.1,Sandy,Rice,Seedling,Summer,28106.8
9.36,29.9,73.9,34.1,5.9,Loamy,Wheat,Seedling,Monsoon,192360.5
4.98,28.1,36.6,23.6,23.8,Loamy,Maize,Seedling,Monsoon,114586.8
1.67,37.0,59.2,6.2,4.4,Silty,Sugarcane,Growth,Monsoon,55255.7
7.11,21.0,31.6,0.0,16.2,Sandy,Maize,Harvest,Winter,184213.6
4.39,21.4,56.3,8.6,3.3,Silty,Cotton,Harvest,Winter,88821.4
2.94,23.5,47.9,3.5,2.2,Clay,Wheat,Growth,Winter,60308.2
8.77,36.7,54.3,9.8,15.5,Clay,Sugarcane,Harvest,Monsoon,220637.5
3.89,34.3,48.1,15.2,10.8,Loamy,Rice,Growth,Summer,118078.5
3.19,35.5,42.9,18.3,25.2,Sandy,Rice,Seedling,Monsoon,100236.4
6.43,35.3,30.2,15.5,13.1,Loamy,Sugarcane,Growth,Summer,223409.3
6.24,27.6,63.4,1.9,21.6,Loamy,Cotton,Flowering,Summer,178065.0
3.08,25.1,57.6,9.1,6.9,Sandy,Wheat,Harvest,Winter,64884.7
6.22,24.5,58.9,13.9,24.6,Clay,Wheat,Flowering,Monsoon,138241.2
6.14,33.6,52.7,0.0,24.4,Silty,Wheat,Flowering,Winter,162916.7
9.32,16.4,54.7,0.0,29.0,Clay,Maize,Growth,Winter,219597.6
5.16,30.3,45.2,0.0,9.7,Loamy,Cotton,Seedling,Winter,125462.8
7.77,41.1,35.3,0.0,28.4,Clay,Sugarcane,Harvest,Summer,202820.2
7.24,30.5,40.4,15.8,6.0,Sandy,Sugarcane,Flowering,Summer,325021.8
5.95,28.3,20.0,0.0,11.5,Sandy,Rice,Seedling,Winter,196407.2
2.12,36.9,54.1,0.0,7.2,Loamy,Sugarcane,Flowering,Summer,89200.8
9.88,39.2,47.5,0.0,4.2,Silty,Wheat,Growth,Summer,239584.2
3.01,35.8,91.7,24.4,2.5,Sandy,Sugarcane,Flowering,Monsoon,114152.8
2.5,17.8,28.4,0.0,7.7,Clay,Sugarcane,Flowering,Winter,78422.6
8.23,36.7,32.9,0.0,26.7,Silty,Rice,Growth,Summer,255219.9
1.48,31.4,51.2,0.0,28.0,Loamy,Rice,Seedling,Summer,45985.4
7.05,26.5,66.2,7.4,29.2,Sandy,Rice,Harvest,Monsoon,207152.3
4.25,30.2,52.9,5.6,21.3,Sandy,Wheat,Growth,Monsoon,117609.8
6.1,18.3,68.2,2.6,21.4,Silty,Wheat,Harvest,Winter,121572.0
7.68,30.3,38.4,3.7,0.8,Silty,Rice,Growth,Winter,228175.4
6.07,24.1,57.8,0.0,3.1,Clay,Sugarcane,Seedling,Winter,159102.5
4.19,22.0,54.7,14.6,25.7,Sandy,Rice,Seedling,Summer,123540.3
7.2,39.5,57.9,0.0,5.1,Clay,Cotton,Flowering,Summer,186565.3
3.99,40.0,69.1,12.1,19.8,Loamy,Cotton,Growth,Summer,105176.9
3.43,31.9,57.8,12.2,20.2,Silty,Rice,Flowering,Monsoon,108473.9
9.97,19.6,52.5,3.2,15.2,Silty,Sugarcane,Harvest,Winter,267688.4
1.69,24.1,62.7,9.6,13.5,Loamy,Wheat,Flowering,Monsoon,33767.3
9.77,35.0,72.4,5.2,14.3,Sandy,Wheat,Seedling,Monsoon,244009.9
2.46,25.7,58.4,21.6,3.7,Silty,Sugarcane,Flowering,Monsoon,71746.1
4.97,21.9,46.1,0.0,16.0,Clay,Wheat,Growth,Winter,107791.2
3.06,28.9,58.7,19.0,12.3,Silty,Maize,Seedling,Monsoon,63809.6
8.75,40.0,58.8,2.6,9.9,Loamy,Cotton,Seedling,Summer,213904.4
3.9,31.9,48.2,10.1,12.2,Sandy,Wheat,Seedling,Summer,94869.6
7.25,33.7,75.0,6.4,8.6,Sandy,Wheat,Flowering,Monsoon,214919.8
7.12,23.5,74.8,19.9,0.1,Sandy,Sugarcane,Seedling,Monsoon,233392.7
7.96,26.6,84.7,6.3,28.9,Loamy,Maize,Growth,Monsoon,210307.3
9.57,38.0,61.8,0.0,14.1,Silty,Rice,Harvest,Summer,244369.3
9.4,39.7,64.3,1.5,6.4,Clay,Cotton,Harvest,Summer,196396.7
5.55,24.3,29.6,4.2,23.5,Silty,Wheat,Harvest,Winter,115650.8
1.69,25.1,47.4,23.1,27.5,Loamy,Wheat,Flowering,Monsoon,29995.3
8.06,33.0,50.9,14.0,0.5,Clay,Wheat,Growth,Winter,172647.7
8.32,28.3,67.9,26.1,0.3,Silty,Wheat,Flowering,Monsoon,190327.2
5.23,40.4,57.4,24.1,29.1,Sandy,Sugarcane,Harvest,Monsoon,169397.4
7.82,32.6,49.4,1.5,26.0,Clay,Cotton,Flowering,Summer,201307.3
5.38,26.5,43.6,14.9,14.1,Sandy,Wheat,Flowering,Monsoon,150422.1
2.71,35.2,81.5,19.3,5.0,Clay,Cotton,Growth,Monsoon,54340.0
4.71,42.1,56.4,2.5,29.2,Sandy,Rice,Seedling,Summer,162739.8
0.95,27.8,48.7,5.7,4.7,Clay,Cotton,Harvest,Summer,17478.5
6.63,27.0,40.8,12.8,29.2,Clay,Cotton,Harvest,Winter,134785.1
9.28,34.7,96.8,22.9,14.7,Clay,Wheat,Harvest,Monsoon,175235.4
5.36,32.5,65.1,25.7,24.5,Clay,Sugarcane,Harvest,Monsoon,128326.7
1.48,31.7,81.6,11.3,26.3,Loamy,Wheat,Growth,Monsoon,30794.5
7.73,28.4,48.7,0.0,7.9,Silty,Maize,Growth,Winter,200532.9
4.72,26.8,58.4,25.5,12.4,Sandy,Maize,Harvest,Monsoon,107400.4
8.42,28.6,74.3,7.2,23.4,Loamy,Cotton,Harvest,Summer,187987.1
5.3,31.6,71.3,15.6,1.8,Silty,Sugarcane,Growth,Monsoon,163987.3
1.52,21.3,64.2,0.0,11.3,Loamy,Maize,Growth,Winter,35345.0
4.05,28.6,47.8,6.8,3.9,Sandy,Wheat,Flowering,Monsoon,116460.5
1.06,44.3,38.6,5.0,23.6,Silty,Cotton,Seedling,Summer,33215.8
6.17,25.3,60.7,15.9,20.1,Silty,Sugarcane,Seedling,Winter,171781.8
6.08,40.5,43.6,0.0,18.1,Clay,Maize,Flowering,Summer,167475.5
4.04,24.8,37.4,39.7,23.4,Clay,Wheat,Harvest,Monsoon,67932.8
5.34,25.2,56.4,19.1,22.0,Clay,Maize,Flowering,Winter,127285.9
7.09,27.3,78.0,4.4,4.2,Clay,Maize,Seedling,Winter,151625.1
1.6,38.8,71.8,6.2,17.5,Sandy,Wheat,Seedling,Summer,42320.0
0.76,20.4,81.6,27.2,0.0,Loamy,Rice,Flowering,Monsoon,12597.5
1.4,27.8,67.0,14.8,22.0,Loamy,Rice,Growth,Monsoon,34861.1
7.21,30.6,44.8,4.9,22.9,Sandy,Wheat,Flowering,Summer,222096.7
9.73,28.8,58.4,15.1,15.9,Silty,Maize,Harvest,Monsoon,212746.8
5.84,20.1,52.1,5.8,28.1,Silty,Cotton,Harvest,Winter,124089.9
0.51,36.6,62.2,5.2,11.8,Loamy,Maize,Growth,Summer,15532.8
7.25,34.0,46.0,0.9,27.9,Loamy,Wheat,Flowering,Summer,202335.0
5.09,31.4,70.3,22.4,9.6,Loamy,Cotton,Seedling,Monsoon,110538.3
4.34,23.0,94.7,14.9,27.8,Sandy,Wheat,Harvest,Monsoon,88791.2
3.12,34.4,91.4,32.3,27.8,Clay,Sugarcane,Harvest,Monsoon,69023.8
3.03,18.3,35.8,2.1,14.8,Loamy,Wheat,Flowering,Winter,75004.7
4.81,40.5,62.3,16.2,7.1,Loamy,Maize,Seedling,Summer,115753.1
8.55,27.1,54.5,3.6,0.0,Silty,Wheat,Harvest,Winter,174795.0
9.33,24.9,64.1,14.9,3.5,Loamy,Wheat,Harvest,Summer,190970.8
9.47,35.3,87.9,30.3,15.7,Loamy,Wheat,Growth,Monsoon,215470.4
7.35,29.1,49.7,0.0,13.6,Silty,Rice,Growth,Winter,220260.9
8.49,33.8,68.2,12.4,28.6,Loamy,Wheat,Flowering,Summer,223211.8
7.59,41.1,67.6,17.0,16.3,Loamy,Sugarcane,Seedling,Monsoon,231618.8
1.99,35.9,47.9,13.7,16.9,Loamy,Wheat,Flowering,Monsoon,51608.1
3.19,39.6,47.3,0.0,2.7,Sandy,Cotton,Flowering,Summer,116970.4
5.07,36.3,45.9,13.0,7.1,Clay,Wheat,Seedling,Summer,102742.2
7.28,24.6,46.2,5.8,20.0,Sandy,Sugarcane,Harvest,Monsoon,237501.3
1.95,28.9,41.2,1.5,6.5,Sandy,Rice,Harvest,Winter,58922.2
5.23,26.1,90.9,0.0,29.9,Loamy,Rice,Growth,Winter,161407.6
9.87,22.5,55.2,0.0,17.6,Silty,Cotton,Growth,Winter,245407.6
9.31,34.2,60.8,13.7,29.0,Silty,Rice,Growth,Monsoon,275108.6
4.19,41.6,53.5,0.0,25.1,Loamy,Cotton,Growth,Summer,122065.8
2.72,34.9,32.6,6.2,6.9,Silty,Cotton,Growth,Summer,71114.2
2.5,31.5,50.6,29.8,10.3,Silty,Sugarcane,Flowering,Monsoon,74410.6
5.77,33.7,50.9,17.7,15.2,Clay,Sugarcane,Seedling,Monsoon,150314.5
6.15,21.3,34.5,0.0,14.5,Clay,Sugarcane,Growth,Winter,181954.2
5.59,37.5,69.5,24.7,16.6,Sandy,Rice,Seedling,Monsoon,169408.8
9.97,35.7,57.7,32.3,18.2,Silty,Sugarcane,Harvest,Monsoon,263196.3
1.0,25.2,41.5,7.3,5.8,Sandy,Wheat,Flowering,Winter,21589.3
7.88,18.7,52.3,0.0,12.1,Loamy,Cotton,Flowering,Winter,219140.4
1.61,25.5,41.1,0.0,13.6,Sandy,Wheat,Growth,Winter,45206.5
4.93,33.1,26.4,3.3,7.5,Silty,Maize,Harvest,Winter,113425.1
1.7,24.0,49.9,1.5,26.2,Clay,Maize,Harvest,Winter,35522.2
3.12,23.7,47.0,10.2,1.3,Silty,Cotton,Growth,Monsoon,69401.0
8.13,28.0,82.9,19.1,27.2,Sandy,Rice,Seedling,Monsoon,247855.6
3.33,30.1,53.1,10.1,17.6,Loamy,Maize,Flowering,Winter,94765.8
0.72,25.7,93.6,23.6,26.3,Loamy,Maize,Harvest,Monsoon,12024.7
6.83,33.3,42.6,12.5,6.2,Sandy,Cotton,Seedling,Summer,179552.5
4.74,26.0,69.3,24.5,18.4,Loamy,Cotton,Seedling,Monsoon,99491.2
7.58,25.0,85.1,22.9,14.9,Clay,Sugarcane,Seedling,Monsoon,190223.7
3.89,27.6,76.8,3.4,27.7,Clay,Rice,Seedling,Monsoon,94109.1
7.86,34.9,64.0,15.6,12.8,Silty,Cotton,Seedling,Monsoon,176161.9
3.72,42.2,47.8,15.7,14.4,Clay,Maize,Flowering,Summer,97607.1
3.61,40.8,64.1,0.0,10.8,Silty,Maize,Harvest,Summer,85539.0
1.79,33.4,58.1,0.0,2.9,Sandy,Rice,Harvest,Summer,55122.3
2.94,26.8,79.0,12.2,28.1,Clay,Wheat,Harvest,Monsoon,53312.8
9.28,38.3,70.2,0.0,17.2,Silty,Maize,Flowering,Summer,268095.1
4.63,24.8,68.0,19.4,15.6,Silty,Rice,Harvest,Monsoon,106660.3
3.95,28.9,52.6,7.2,18.4,Sandy,Wheat,Harvest,Winter,91367.8
9.14,24.2,64.6,11.8,13.9,Loamy,Sugarcane,Growth,Winter,308062.4
2.87,32.9,27.0,0.0,4.4,Loamy,Maize,Harvest,Summer,71067.6
3.74,16.6,61.6,1.8,14.5,Clay,Cotton,Growth,Winter,80165.1
5.51,15.3,79.8,0.0,4.6,Silty,Cotton,Flowering,Winter,135858.3
2.39,34.8,30.6,16.8,1.9,Sandy,Cotton,Flowering,Summer,72595.4
6.1,36.7,71.8,9.9,8.3,Clay,Sugarcane,Growth,Monsoon,179180.7
5.09,26.2,67.5,15.0,20.0,Loamy,Wheat,Seedling,Monsoon,106114.8
8.44,24.1,62.4,0.0,27.8,Loamy,Sugarcane,Flowering,Winter,328043.2
6.81,31.0,55.8,25.3,5.2,Clay,Cotton,Flowering,Monsoon,157731.5
2.57,22.9,20.0,3.8,20.5,Silty,Rice,Seedling,Winter,68829.1
6.23,23.3,44.6,7.3,9.7,Silty,Sugarcane,Seedling,Winter,176687.3
2.81,32.6,38.5,15.3,18.2,Loamy,Rice,Growth,Monsoon,85467.8
4.3,20.0,36.4,2.9,17.2,Loamy,Rice,Harvest,Winter,110507.5
2.89,18.8,39.7,0.0,19.3,Clay,Sugarcane,Growth,Winter,83767.3
8.58,34.9,42.9,11.2,15.6,Loamy,Rice,Seedling,Summer,240617.3
1.19,38.2,36.3,0.0,16.2,Loamy,Cotton,Seedling,Summer,36689.0
6.01,24.3,74.8,0.0,11.0,Silty,Sugarcane,Seedling,Winter,171171.0
7.24,40.6,77.3,26.6,8.4,Sandy,Sugarcane,Harvest,Monsoon,228801.6
2.45,24.8,48.2,18.3,11.9,Clay,Rice,Flowering,Monsoon,61555.7
9.98,25.6,70.3,22.3,23.3,Clay,Cotton,Harvest,Monsoon,197603.8
6.05,31.1,66.8,9.3,17.9,Loamy,Cotton,Harvest,Monsoon,134503.8
8.76,32.6,42.1,3.1,6.5,Clay,Sugarcane,Flowering,Summer,289521.9
1.41,33.1,25.0,11.2,7.6,Silty,Wheat,Flowering,Summer,35793.0
2.3,35.0,68.2,0.0,7.1,Sandy,Rice,Harvest,Summer,70792.3
1.67,31.9,87.3,21.8,3.4,Sandy,Sugarcane,Seedling,Monsoon,42293.7
5.49,17.5,52.4,0.0,29.3,Silty,Maize,Harvest,Winter,120655.4
9.38,27.9,53.7,1.3,24.5,Silty,Cotton,Flowering,Summer,257456.7
3.55,26.7,37.2,7.0,7.6,Silty,Sugarcane,Seedling,Summer,100899.4
2.09,27.0,61.5,17.6,3.4,Clay,Sugarcane,Growth,Monsoon,51737.0
2.0,27.6,54.8,11.2,17.6,Silty,Wheat,Seedling,Monsoon,38995.1
2.38,34.1,46.4,14.3,15.4,Clay,Rice,Harvest,Summer,54003.7
3.81,28.9,21.9,13.5,17.1,Loamy,Cotton,Harvest,Summer,84939.5
6.58,21.7,59.5,28.4,26.6,Loamy,Cotton,Seedling,Monsoon,141441.7
5.42,26.3,52.0,25.4,23.7,Clay,Rice,Flowering,Monsoon,148251.6
8.2,35.0,55.3,27.2,27.7,Sandy,Cotton,Seedling,Monsoon,210074.9
3.96,27.7,36.5,0.4,7.1,Loamy,Cotton,Growth,Winter,105467.4
6.32,39.4,56.7,4.4,0.6,Sandy,Rice,Seedling,Summer,206231.8
7.26,33.4,71.2,29.2,11.8,Sandy,Wheat,Seedling,Monsoon,164381.0
4.18,21.3,57.7,0.0,2.9,Silty,Wheat,Growth,Winter,92672.4
5.49,34.9,71.5,14.1,0.7,Clay,Sugarcane,Harvest,Monsoon,133617.3
2.8,33.1,75.9,26.6,22.8,Loamy,Wheat,Growth,Monsoon,54977.2
8.69,33.4,44.0,20.5,7.9,Sandy,Maize,Flowering,Monsoon,286050.5
9.06,25.3,83.7,27.7,22.3,Clay,Sugarcane,Flowering,Monsoon,278489.7
2.02,40.2,38.5,12.3,29.9,Loamy,Sugarcane,Harvest,Summer,62290.7
7.88,31.9,31.5,6.3,19.9,Clay,Wheat,Growth,Winter,176173.9
9.9,37.1,29.3,23.3,17.0,Sandy,Maize,Seedling,Monsoon,270252.3
7.89,35.7,88.2,24.0,24.1,Loamy,Maize,Flowering,Monsoon,220312.4
7.86,25.5,40.7,0.0,29.1,Silty,Maize,Seedling,Winter,187615.0
8.21,21.8,44.1,0.1,28.1,Silty,Sugarcane,Seedling,Winter,239125.4
1.64,30.4,63.0,0.0,19.5,Loamy,Wheat,Flowering,Summer,45944.7
9.17,27.3,61.4,0.2,2.0,Clay,Cotton,Flowering,Winter,227496.9
3.18,23.9,46.0,9.1,23.2,Loamy,Wheat,Growth,Winter,72969.1
0.52,26.0,25.7,8.7,21.0,Silty,Rice,Growth,Winter,14407.3
7.61,24.6,63.1,10.9,26.0,Clay,Rice,Seedling,Winter,182594.9
1.05,24.9,64.9,0.0,22.3,Loamy,Rice,Growth,Winter,31323.8
4.73,23.3,33.3,16.8,10.1,Silty,Wheat,Growth,Winter,101679.8
6.58,29.2,51.2,8.1,4.9,Loamy,Cotton,Growth,Summer,168325.8
8.28,36.8,60.4,29.7,10.2,Sandy,Rice,Seedling,Monsoon,252335.3
4.33,29.7,50.4,29.6,3.5,Silty,Cotton,Flowering,Monsoon,98763.8
7.78,28.8,58.1,4.0,25.2,Sandy,Cotton,Growth,Summer,232693.6
2.28,32.6,67.2,10.4,6.1,Sandy,Sugarcane,Growth,Summer,85902.5
4.55,31.8,75.3,1.0,10.5,Silty,Sugarcane,Harvest,Summer,123483.1
9.89,32.7,46.1,10.1,15.0,Silty,Maize,Seedling,Summer,232286.2
4.7,30.2,57.4,25.4,26.9,Loamy,Cotton,Harvest,Monsoon,98438.4
1.13,37.7,69.0,22.5,7.2,Loamy,Sugarcane,Growth,Monsoon,29451.8
4.42,34.0,26.3,42.3,17.3,Sandy,Wheat,Growth,Monsoon,100121.2
9.43,32.8,61.5,5.7,23.7,Silty,Cotton,Seedling,Summer,217160.8
2.99,29.2,50.7,0.0,19.2,Loamy,Wheat,Growth,Summer,76215.0
4.37,26.2,39.1,14.7,5.4,Sandy,Cotton,Seedling,Summer,107497.8
6.38,40.2,42.9,9.3,19.1,Loamy,Rice,Seedling,Summer,183258.8
3.63,23.6,24.0,7.2,29.8,Sandy,Sugarcane,Harvest,Winter,119807.6
3.65,37.1,35.6,9.7,10.3,Silty,Wheat,Flowering,Winter,95644.6
2.34,32.0,60.4,10.4,2.4,Loamy,Maize,Flowering,Summer,62346.6
3.69,34.0,63.3,26.6,7.6,Loamy,Sugarcane,Seedling,Monsoon,102218.3
1.14,26.7,64.2,11.0,29.5,Sandy,Maize,Seedling,Monsoon,25377.2
6.79,27.5,51.6,24.5,6.0,Silty,Sugarcane,Flowering,Monsoon,230793.3
9.79,22.3,58.0,31.8,9.7,Loamy,Cotton,Seedling,Monsoon,214703.3
3.75,34.6,61.6,19.8,3.3,Silty,Cotton,Harvest,Summer,75679.1
2.36,29.1,52.2,3.5,8.6,Silty,Rice,Harvest,Winter,58278.0
9.07,27.5,83.2,16.3,28.5,Silty,Wheat,Growth,Monsoon,203570.1
7.61,30.0,77.4,0.0,3.1,Sandy,Maize,Growth,Summer,232008.1
5.72,34.9,37.7,7.6,8.3,Silty,Cotton,Harvest,Summer,126280.7
3.88,30.3,32.4,9.3,6.5,Loamy,Wheat,Growth,Winter,93451.6
8.16,26.6,73.3,20.6,25.7,Clay,Sugarcane,Harvest,Monsoon,197740.4
5.37,35.0,79.9,19.6,3.8,Clay,Maize,Harvest,Monsoon,106798.0
1.27,31.4,44.9,14.2,6.2,Silty,Sugarcane,Harvest,Summer,30839.3
4.93,27.5,60.6,0.0,23.5,Loamy,Sugarcane,Growth,Winter,172885.5
0.83,26.4,55.3,2.7,27.1,Sandy,Maize,Growth,Winter,25464.5
2.85,30.0,59.3,21.8,19.4,Loamy,Sugarcane,Seedling,Monsoon,78599.5
7.58,43.4,47.2,0.0,5.9,Sandy,Sugarcane,Seedling,Summer,281746.1
2.22,27.0,40.7,0.0,24.1,Clay,Cotton,Harvest,Winter,47529.1
6.28,23.9,49.7,23.2,1.1,Sandy,Sugarcane,Flowering,Monsoon,262993.4
3.66,29.2,54.1,22.0,14.2,Silty,Rice,Growth,Monsoon,97845.3
5.34,36.8,50.6,13.1,8.0,Sandy,Wheat,Flowering,Summer,158833.5
9.53,35.9,71.9,0.0,4.8,Sandy,Rice,Flowering,Monsoon,394265.0
1.07,33.9,45.2,10.5,2.1,Sandy,Maize,Flowering,Summer,32433.2
4.46,18.9,78.7,10.9,9.8,Loamy,Sugarcane,Harvest,Monsoon,116467.8
3.69,32.4,38.5,17.5,23.3,Sandy,Cotton,Flowering,Winter,116346.2
8.94,23.9,61.3,0.0,14.5,Loamy,Wheat,Flowering,Winter,234490.7
10.0,36.7,47.3,6.1,16.0,Sandy,Rice,Flowering,Summer,416803.3
8.27,32.8,96.6,2.2,18.1,Sandy,Wheat,Flowering,Winter,246877.0
8.75,30.1,60.2,1.8,8.2,Silty,Wheat,Flowering,Summer,221379.8
2.57,23.4,23.8,0.0,23.4,Silty,Cotton,Flowering,Winter,73424.1
2.71,29.2,50.7,25.8,2.5,Silty,Cotton,Growth,Monsoon,53551.3
9.78,27.4,55.8,23.0,3.9,Clay,Sugarcane,Growth,Monsoon,278889.8
0.67,45.0,36.5,2.6,21.4,Sandy,Cotton,Seedling,Summer,32740.5
5.63,25.4,62.8,2.6,25.5,Clay,Sugarcane,Growth,Winter,165901.0
4.08,18.9,39.1,0.0,4.7,Clay,Cotton,Growth,Winter,91171.9
9.38,28.3,60.9,24.4,28.3,Silty,Wheat,Harvest,Monsoon,186988.9
2.13,38.2,54.9,5.7,4.9,Clay,Cotton,Flowering,Summer,55567.4
1.98,33.6,50.0,2.8,2.1,Sandy,Maize,Flowering,Summer,69776.3
5.66,20.5,62.9,15.6,13.8,Loamy,Maize,Harvest,Monsoon,121100.8
1.86,23.6,55.2,1.6,7.9,Clay,Sugarcane,Seedling,Winter,46763.3
6.32,33.8,47.2,20.6,6.2,Sandy,Rice,Growth,Monsoon,220119.6
8.15,36.9,54.4,8.5,7.0,Sandy,Maize,Growth,Summer,253045.6
0.65,26.1,45.6,8.7,27.7,Loamy,Maize,Flowering,Summer,16097.4
0.8,36.4,63.1,21.5,25.0,Clay,Wheat,Seedling,Monsoon,13170.2
4.84,26.9,20.6,6.7,22.2,Loamy,Sugarcane,Harvest,Winter,140117.7
6.73,32.8,46.8,9.3,23.0,Clay,Maize,Seedling,Summer,148630.4
6.0,35.8,57.6,8.2,24.8,Clay,Rice,Flowering,Monsoon,180423.5
5.52,28.1,73.2,10.7,14.3,Clay,Rice,Harvest,Monsoon,124205.4
9.11,22.5,49.7,1.9,12.0,Clay,Sugarcane,Flowering,Winter,295356.7
3.02,34.4,77.2,19.9,5.0,Clay,Maize,Flowering,Monsoon,67283.2
6.44,24.1,53.2,14.8,3.5,Sandy,Rice,Growth,Monsoon,218820.4
7.15,16.8,61.7,0.0,0.4,Sandy,Rice,Flowering,Winter,277097.4
5.13,21.4,79.1,20.5,5.6,Sandy,Cotton,Seedling,Monsoon,115054.5
2.41,31.4,81.8,26.5,8.7,Clay,Sugarcane,Harvest,Monsoon,50935.6
3.53,16.0,69.1,18.2,16.0,Clay,Sugarcane,Flowering,Winter,97286.8
3.77,29.6,56.5,12.3,1.9,Silty,Wheat,Seedling,Summer,75828.3
0.75,33.9,89.4,20.0,29.2,Sandy,Sugarcane,Harvest,Monsoon,15609.0
3.23,26.9,72.5,0.0,15.7,Loamy,Maize,Seedling,Winter,77457.1
4.59,22.0,31.9,1.5,19.6,Sandy,Wheat,Flowering,Winter,138492.4
9.26,36.4,39.3,7.6,30.0,Sandy,Wheat,Seedling,Summer,238215.7
6.92,28.6,62.6,7.6,26.4,Loamy,Sugarcane,Harvest,Winter,196752.3
7.86,40.8,88.4,4.8,19.8,Loamy,Rice,Harvest,Monsoon,208669.6
5.94,23.3,67.4,15.4,18.9,Sandy,Sugarcane,Flowering,Monsoon,255038.6
6.41,15.1,81.6,6.2,5.7,Silty,Sugarcane,Seedling,Winter,174224.1
3.67,27.0,86.4,17.0,2.8,Silty,Wheat,Growth,Monsoon,71173.0
7.38,35.6,75.1,2.3,7.7,Sandy,Wheat,Flowering,Summer,224565.4
8.04,38.8,45.7,0.0,16.4,Clay,Maize,Growth,Summer,199759.7
2.33,34.5,64.4,6.0,17.3,Loamy,Rice,Harvest,Summer,61586.1
5.04,18.2,70.9,9.6,25.2,Silty,Rice,Harvest,Monsoon,118703.7
2.85,30.1,64.8,16.5,19.1,Silty,Maize,Flowering,Summer,70815.5
9.47,30.8,59.4,6.7,13.1,Clay,Maize,Flowering,Summer,242834.5
1.33,31.4,68.8,26.4,14.6,Clay,Sugarcane,Growth,Monsoon,27995.0
7.18,29.7,84.2,22.1,0.4,Loamy,Maize,Growth,Monsoon,176677.5
2.34,35.3,49.5,0.0,6.0,Loamy,Maize,Growth,Summer,68313.2
9.2,33.7,62.1,12.3,16.5,Loamy,Maize,Seedling,Monsoon,223263.0
4.17,34.5,28.9,11.0,28.9,Sandy,Rice,Harvest,Summer,128534.7
3.22,22.9,70.6,15.1,27.2,Clay,Sugarcane,Harvest,Monsoon,74399.2
6.49,24.2,60.6,3.0,14.7,Silty,Sugarcane,Seedling,Winter,185657.0
5.74,30.9,39.8,6.6,14.1,Loamy,Wheat,Flowering,Summer,153485.4
1.67,35.6,73.2,22.1,27.1,Silty,Rice,Harvest,Monsoon,36704.3
7.93,26.0,54.0,10.1,29.5,Loamy,Maize,Seedling,Winter,191566.4
9.58,35.6,34.2,3.0,25.0,Loamy,Sugarcane,Seedling,Summer,301606.9
2.92,22.6,51.8,26.0,14.1,Silty,Cotton,Growth,Monsoon,56284.1
5.74,31.2,47.3,7.7,24.7,Clay,Wheat,Seedling,Winter,118028.6
8.52,24.2,63.5,27.6,26.9,Clay,Rice,Growth,Monsoon,217880.6
3.1,45.0,41.5,0.0,4.9,Clay,Cotton,Seedling,Summer,74086.8
4.62,32.0,55.8,3.9,8.0,Sandy,Cotton,Seedling,Winter,123353.9
1.6,38.2,51.4,0.0,15.3,Loamy,Wheat,Growth,Summer,47429.4
6.64,22.2,59.5,0.0,19.7,Sandy,Maize,Harvest,Winter,169802.2
8.78,20.4,68.7,33.2,4.0,Clay,Cotton,Seedling,Monsoon,171573.2
7.02,27.9,72.6,25.0,14.9,Silty,Wheat,Flowering,Monsoon,159709.9
2.22,28.8,75.2,14.9,25.2,Loamy,Wheat,Seedling,Monsoon,42728.4
9.69,34.2,31.5,0.0,1.4,Silty,Sugarcane,Seedling,Summer,286379.5
3.04,25.8,49.3,32.7,8.0,Clay,Cotton,Harvest,Monsoon,51350.0
0.99,33.4,72.6,18.2,23.3,Clay,Sugarcane,Harvest,Monsoon,20657.4
6.17,25.2,67.6,2.1,3.0,Silty,Sugarcane,Harvest,Summer,164237.8
8.5,36.6,55.7,10.4,26.6,Clay,Rice,Seedling,Summer,210290.2
7.5,26.8,77.0,15.9,0.8,Clay,Sugarcane,Growth,Monsoon,211435.8
6.38,31.9,59.6,25.9,14.3,Silty,Maize,Harvest,Monsoon,134497.2
5.41,42.2,30.2,4.5,25.0,Sandy,Cotton,Flowering,Summer,198413.2
