Land_Area_acres,Temperature_C,Humidity_pct,Rainfall_mm,WindSpeed_kmph,Soil_Type,Crop_Type,Crop_Stage,Season,Water_Required_Litres
4.39,22.6,71.1,0.4,18.2,Loamy,Rice,Harvest,Winter,143.2
1.31,27.9,48.9,15.5,15.5,Loamy,Maize,Growth,Monsoon,25.2
7.12,19.2,25.9,2.1,25.6,Sandy,Cotton,Growth,Winter,320.1
1.02,34.6,36.0,6.0,28.5,Clay,Rice,Flowering,Summer,62.3
2.09,17.3,66.5,4.0,11.7,Silty,Maize,Growth,Winter,40.5
2.68,29.7,66.5,4.5,23.8,Silty,Maize,Harvest,Summer,61.2
2.92,33.4,75.6,21.4,13.7,Clay,Wheat,Seedling,Monsoon,31.5
6.94,29.3,54.0,3.8,3.1,Silty,Rice,Harvest,Summer,213.4
8.82,30.8,47.4,9.8,4.0,Sandy,Maize,Seedling,Winter,330.5
6.89,23.9,47.5,22.0,16.5,Clay,Maize,Flowering,Monsoon,194.2
2.97,31.1,71.8,16.0,8.4,Clay,Wheat,Seedling,Monsoon,34.8
8.27,34.7,43.6,0.0,21.9,Clay,Maize,Harvest,Summer,174.8
7.56,39.2,74.7,0.0,10.3,Clay,Cotton,Harvest,Summer,146.1
8.78,35.5,62.1,0.0,25.3,Silty,Maize,Harvest,Summer,219.3
8.1,42.2,73.7,9.8,9.9,Loamy,Cotton,Harvest,Summer,200.0
0.85,32.8,32.0,5.9,4.7,Sandy,Wheat,Flowering,Winter,46.8
4.71,33.0,63.0,24.2,4.1,Clay,Cotton,Seedling,Monsoon,74.5
5.37,32.4,69.2,5.7,29.6,Clay,Rice,Growth,Summer,202.6
3.42,15.0,45.4,12.0,14.2,Loamy,Maize,Flowering,Winter,102.7
2.29,21.5,62.2,2.5,12.1,Silty,Sugarcane,Growth,Winter,105.4
5.66,31.5,65.4,24.5,15.3,Clay,Sugarcane,Harvest,Monsoon,157.5
3.99,29.2,51.7,5.1,29.0,Loamy,Rice,Growth,Winter,202.5
4.94,34.9,46.3,3.1,19.2,Loamy,Cotton,Growth,Summer,188.2
3.05,15.0,64.9,0.0,8.0,Loamy,Rice,Growth,Winter,120.5
6.61,32.8,85.5,24.2,16.5,Silty,Wheat,Flowering,Monsoon,166.7
1.33,27.0,50.8,20.3,9.9,Silty,Cotton,Flowering,Monsoon,9.3
4.4,31.5,69.4,17.0,24.1,Clay,Wheat,Harvest,Monsoon,57.1
5.37,38.4,42.8,9.8,13.5,Silty,Rice,Harvest,Summer,174.7
0.93,28.9,78.8,21.0,2.6,Silty,Maize,Growth,Monsoon,5.0
1.82,29.2,39.8,0.0,7.6,Clay,Maize,Seedling,Summer,44.7
9.38,34.5,56.4,37.0,27.8,Loamy,Sugarcane,Harvest,Monsoon,361.6
8.98,32.2,76.4,5.1,25.2,Sandy,Maize,Seedling,Winter,347.4
7.61,19.2,49.6,0.4,5.4,Loamy,Wheat,Growth,Winter,208.8
2.47,31.9,57.3,11.4,10.7,Loamy,Sugarcane,Growth,Monsoon,133.9
4.96,26.5,38.2,0.0,25.5,Clay,Rice,Flowering,Summer,232.6
3.85,26.0,29.3,0.0,25.3,Loamy,Wheat,Seedling,Summer,102.7
1.12,36.6,68.1,8.6,10.0,Loamy,Cotton,Harvest,Summer,24.3
5.76,39.2,62.3,0.0,2.1,Silty,Sugarcane,Seedling,Summer,259.3
3.46,24.5,77.1,21.3,9.9,Silty,Wheat,Harvest,Monsoon,30.6
9.25,30.1,62.0,21.1,13.9,Loamy,Sugarcane,Growth,Monsoon,519.4
2.52,31.9,84.0,11.8,18.7,Sandy,Rice,Growth,Monsoon,135.6
1.39,30.8,65.3,27.8,21.3,Silty,Wheat,Harvest,Monsoon,5.0
5.34,33.1,47.9,9.4,6.8,Clay,Sugarcane,Seedling,Summer,188.4
2.93,26.8,68.1,17.9,28.9,Clay,Maize,Growth,Monsoon,58.8
3.93,27.7,65.0,22.6,21.3,Loamy,Sugarcane,Flowering,Monsoon,234.2
3.34,33.5,26.2,0.0,13.5,Clay,Cotton,Flowering,Summer,126.2
9.54,28.1,62.2,1.4,8.0,Silty,Maize,Growth,Winter,315.5
3.39,25.9,55.4,1.5,21.5,Clay,Rice,Harvest,Winter,87.8
5.29,28.6,56.2,10.4,20.7,Loamy,Cotton,Seedling,Monsoon,137.2
1.33,27.4,71.0,27.7,17.5,Loamy,Cotton,Growth,Monsoon,5.0
5.31,19.1,56.1,9.2,3.7,Loamy,Maize,Seedling,Winter,128.1
2.69,19.8,49.4,11.0,17.3,Silty,Rice,Growth,Winter,92.9
8.8,19.1,46.7,4.6,7.9,Sandy,Sugarcane,Flowering,Winter,785.0
1.49,30.2,46.7,20.0,28.4,Clay,Wheat,Seedling,Monsoon,14.8
8.63,31.6,81.3,15.5,20.1,Sandy,Wheat,Flowering,Monsoon,361.5
8.8,26.8,30.4,13.9,1.2,Loamy,Sugarcane,Harvest,Winter,353.5
5.78,28.9,67.0,15.1,6.2,Loamy,Rice,Harvest,Monsoon,179.1
6.38,33.8,52.7,0.0,28.4,Clay,Maize,Seedling,Summer,156.0
4.17,35.6,50.6,0.8,28.3,Sandy,Wheat,Growth,Summer,193.4
4.64,33.9,79.0,6.4,23.8,Sandy,Cotton,Harvest,Summer,144.7
2.03,29.9,50.4,10.8,5.8,Sandy,Wheat,Growth,Monsoon,57.2
4.32,28.7,41.7,10.9,28.0,Loamy,Sugarcane,Growth,Winter,254.3
7.56,16.7,53.7,2.4,20.2,Loamy,Maize,Harvest,Winter,182.8
5.57,24.3,83.9,10.3,27.3,Sandy,Cotton,Flowering,Monsoon,257.6
8.98,43.0,70.8,0.0,17.0,Silty,Cotton,Growth,Summer,306.4
5.7,20.5,67.4,25.3,20.3,Loamy,Cotton,Flowering,Monsoon,165.8
7.52,22.2,52.4,0.0,20.0,Silty,Wheat,Seedling,Winter,157.7
1.68,22.8,47.7,0.0,15.4,Clay,Rice,Harvest,Winter,41.1
8.84,45.0,73.5,30.7,16.8,Sandy,Cotton,Seedling,Monsoon,294.5
1.98,28.8,70.6,12.6,2.4,Sandy,Maize,Seedling,Summer,43.8
4.86,29.2,42.1,0.0,2.0,Sandy,Rice,Seedling,Summer,255.4
8.91,22.5,35.4,0.0,27.2,Clay,Wheat,Harvest,Winter,142.7
5.06,28.4,40.4,0.0,8.4,Sandy,Cotton,Harvest,Summer,165.6
1.18,29.9,59.1,33.2,23.4,Loamy,Wheat,Seedling,Monsoon,5.0
2.38,28.8,45.4,1.1,14.8,Loamy,Sugarcane,Harvest,Winter,103.4
4.65,34.3,55.5,7.1,9.5,Loamy,Sugarcane,Harvest,Summer,194.2
3.96,29.9,61.8,6.6,24.3,Loamy,Cotton,Flowering,Monsoon,160.7
9.52,31.4,61.8,27.8,19.9,Silty,Sugarcane,Harvest,Monsoon,333.4
1.55,33.2,63.9,8.6,20.1,Clay,Cotton,Flowering,Summer,44.7
7.01,23.3,61.3,7.0,19.7,Clay,Sugarcane,Growth,Winter,299.9
8.89,32.3,49.7,3.6,19.0,Silty,Sugarcane,Flowering,Summer,584.4
5.7,27.8,64.1,24.1,27.5,Clay,Cotton,Harvest,Monsoon,83.9
2.95,32.3,82.9,21.8,2.4,Loamy,Rice,Seedling,Monsoon,80.7
3.52,31.5,64.9,16.7,12.4,Clay,Cotton,Growth,Monsoon,72.3
1.17,35.6,61.9,0.0,18.3,Clay,Maize,Harvest,Summer,31.2
4.15,23.9,41.2,27.6,28.8,Sandy,Rice,Flowering,Monsoon,255.1
0.67,28.8,65.3,11.7,21.9,Clay,Rice,Flowering,Monsoon,13.4
2.52,35.3,78.2,15.2,22.3,Clay,Rice,Flowering,Monsoon,98.2
6.28,35.5,45.1,11.6,8.8,Loamy,Sugarcane,Flowering,Summer,447.9
1.14,28.8,81.5,17.2,9.1,Clay,Cotton,Growth,Monsoon,5.0
3.39,26.2,30.1,8.5,9.4,Sandy,Sugarcane,Growth,Winter,251.1
7.71,22.7,55.8,13.3,3.2,Sandy,Wheat,Flowering,Monsoon,299.6
2.42,27.0,61.4,23.8,0.7,Clay,Wheat,Harvest,Monsoon,10.3
3.72,25.2,39.7,18.2,28.1,Sandy,Wheat,Harvest,Winter,79.5
5.64,33.9,23.4,0.5,20.4,Loamy,Wheat,Seedling,Summer,157.6
1.7,35.9,26.1,9.1,23.1,Silty,Wheat,Harvest,Summer,42.5
2.27,28.1,65.3,0.0,13.8,Sandy,Sugarcane,Flowering,Summer,207.8
2.49,22.1,50.8,11.1,17.9,Silty,Cotton,Seedling,Winter,43.2
3.6,30.6,56.9,13.5,27.8,Clay,Sugarcane,Seedling,Winter,122.4
6.24,22.4,57.3,15.3,21.7,Loamy,Sugarcane,Growth,Winter,339.6
1.77,29.0,75.0,7.3,22.4,Silty,Maize,Flowering,Summer,56.6
7.08,26.9,45.8,14.5,12.0,Loamy,Cotton,Growth,Summer,223.2
1.44,30.1,27.2,12.7,29.9,Loamy,Sugarcane,Seedling,Monsoon,70.2
9.83,34.1,46.3,26.4,19.5,Sandy,Wheat,Seedling,Monsoon,277.5
7.45,29.8,58.3,7.3,26.4,Sandy,Sugarcane,Flowering,Summer,691.6
6.55,34.5,53.7,0.0,15.9,Sandy,Sugarcane,Growth,Summer,531.0
6.69,32.5,55.1,24.8,11.2,Sandy,Maize,Seedling,Monsoon,223.4
1.68,24.1,60.6,0.0,12.0,Clay,Sugarcane,Seedling,Winter,54.5
9.47,34.8,53.8,13.8,17.1,Sandy,Sugarcane,Flowering,Monsoon,873.6
3.6,24.6,64.8,4.6,23.1,Loamy,Maize,Growth,Winter,121.5
3.6,31.2,56.2,0.1,15.4,Sandy,Rice,Flowering,Summer,292.4
6.6,24.0,53.0,6.8,11.3,Sandy,Wheat,Harvest,Winter,162.2
9.15,32.8,54.2,4.7,9.5,Loamy,Sugarcane,Growth,Summer,549.2
6.81,30.1,53.1,11.5,24.9,Sandy,Rice,Seedling,Summer,344.5
9.7,16.7,51.1,16.3,28.7,Loamy,Sugarcane,Seedling,Winter,432.0
5.66,23.3,64.6,0.0,1.2,Sandy,Cotton,Flowering,Winter,280.0
2.06,28.5,68.0,4.8,12.4,Sandy,Maize,Growth,Summer,84.0
2.23,29.0,40.7,10.0,25.4,Clay,Sugarcane,Flowering,Winter,117.2
5.15,28.4,55.8,6.4,1.8,Silty,Wheat,Seedling,Winter,99.6
7.91,24.5,48.6,4.2,12.8,Loamy,Rice,Growth,Summer,383.9
2.5,21.7,48.3,6.3,13.3,Loamy,Rice,Flowering,Winter,125.3
7.2,41.7,76.3,22.4,23.1,Loamy,Sugarcane,Harvest,Monsoon,291.3
9.61,23.8,53.8,20.2,4.5,Clay,Cotton,Seedling,Winter,173.0
8.99,25.8,60.2,14.4,11.2,Sandy,Wheat,Harvest,Monsoon,215.6
2.61,26.5,49.0,6.0,11.5,Loamy,Maize,Growth,Winter,86.2
9.23,25.3,36.5,17.1,26.3,Clay,Wheat,Growth,Monsoon,191.5
4.22,32.2,48.9,1.9,1.7,Sandy,Wheat,Flowering,Summer,201.0
8.35,25.5,57.0,13.4,18.0,Silty,Wheat,Flowering,Monsoon,241.5
4.23,31.0,35.8,0.0,17.6,Clay,Maize,Flowering,Winter,157.6
2.69,22.6,52.6,25.7,23.5,Clay,Wheat,Harvest,Monsoon,15.9
1.14,28.2,71.5,12.5,19.6,Sandy,Sugarcane,Growth,Winter,56.5
8.77,38.6,57.8,3.4,19.0,Sandy,Rice,Growth,Winter,592.7
3.59,21.6,43.3,17.4,2.0,Clay,Sugarcane,Growth,Winter,128.2
4.5,35.0,39.9,6.0,7.3,Silty,Rice,Harvest,Summer,146.1
2.94,40.9,50.7,0.9,1.3,Loamy,Rice,Growth,Summer,167.6
2.6,25.3,83.3,20.8,3.3,Sandy,Cotton,Flowering,Monsoon,50.7
5.83,27.6,70.1,0.0,6.9,Silty,Wheat,Harvest,Summer,104.3
5.52,31.0,48.7,2.8,29.2,Silty,Rice,Harvest,Winter,181.5
7.99,27.3,58.1,4.8,0.7,Clay,Sugarcane,Flowering,Winter,416.2
1.07,30.4,82.8,14.9,2.9,Clay,Maize,Flowering,Monsoon,5.0
3.52,22.1,26.4,5.6,14.7,Clay,Wheat,Seedling,Winter,57.9
9.96,29.2,57.4,21.7,10.0,Loamy,Sugarcane,Growth,Monsoon,559.0
4.02,33.1,83.0,6.3,10.5,Clay,Sugarcane,Harvest,Summer,119.8
1.19,35.9,54.6,20.6,19.5,Sandy,Cotton,Flowering,Summer,37.9
4.16,28.1,75.0,0.8,4.3,Clay,Cotton,Growth,Winter,99.4
1.09,29.1,73.3,19.4,26.6,Sandy,Maize,Flowering,Monsoon,12.7
3.29,32.1,49.1,3.5,5.6,Silty,Wheat,Seedling,Summer,71.8
8.95,27.3,54.5,2.3,5.1,Sandy,Wheat,Flowering,Summer,405.1
9.0,28.0,69.4,0.0,16.8,Silty,Cotton,Seedling,Winter,224.4
8.34,28.3,55.6,12.4,9.0,Loamy,Cotton,Flowering,Summer,322.1
5.07,35.7,51.4,7.8,12.3,Silty,Wheat,Seedling,Monsoon,111.6
2.16,28.6,51.4,17.5,27.4,Clay,Cotton,Growth,Monsoon,40.8
4.13,31.7,64.7,0.0,3.5,Sandy,Wheat,Seedling,Summer,128.1
9.95,23.8,64.8,31.7,27.3,Sandy,Maize,Seedling,Monsoon,323.9
7.98,15.1,75.1,5.4,29.2,Sandy,Sugarcane,Seedling,Monsoon,461.6
5.48,28.6,28.6,22.1,13.7,Loamy,Cotton,Seedling,Winter,131.7
3.36,29.7,85.9,15.8,6.0,Loamy,Maize,Seedling,Summer,68.5
1.26,25.0,53.6,0.0,10.4,Clay,Sugarcane,Growth,Winter,52.0
6.57,27.0,55.6,21.6,17.2,Loamy,Wheat,Harvest,Monsoon,111.0
9.43,24.5,35.8,13.6,3.9,Loamy,Cotton,Seedling,Winter,241.8
8.91,21.7,93.5,0.8,18.1,Silty,Maize,Harvest,Winter,193.9
6.22,28.2,58.8,13.6,22.4,Clay,Cotton,Flowering,Monsoon,177.6
6.66,39.6,69.8,0.0,23.7,Clay,Maize,Harvest,Summer,143.3
1.08,30.2,43.3,6.6,8.8,Sandy,Maize,Harvest,Winter,32.9
5.31,24.0,54.6,3.5,8.3,Clay,Wheat,Harvest,Winter,75.2
2.62,40.6,82.6,29.3,20.3,Clay,Sugarcane,Growth,Monsoon,92.1
6.48,31.4,68.7,9.0,6.3,Clay,Wheat,Harvest,Winter,92.8
2.41,23.4,68.0,21.2,10.9,Clay,Rice,Flowering,Monsoon,60.7
8.02,20.5,59.2,1.4,27.1,Sandy,Rice,Growth,Winter,506.2
5.1,18.1,33.1,0.1,15.2,Silty,Wheat,Growth,Winter,129.0
6.44,27.8,55.4,6.0,1.3,Loamy,Cotton,Growth,Winter,208.7
4.42,28.0,44.7,26.2,25.8,Sandy,Sugarcane,Flowering,Monsoon,357.3
5.91,32.7,43.1,8.1,23.5,Silty,Wheat,Harvest,Summer,115.1
7.05,36.5,69.8,12.0,24.5,Sandy,Wheat,Harvest,Summer,188.6
9.45,31.6,76.1,18.2,24.2,Silty,Wheat,Seedling,Monsoon,184.0
0.67,23.1,71.7,17.2,24.4,Loamy,Wheat,Harvest,Winter,5.0
3.82,25.9,31.9,11.8,10.1,Silty,Cotton,Growth,Winter,104.9
1.97,38.2,49.9,8.8,4.6,Silty,Rice,Seedling,Summer,73.0
2.92,32.5,50.9,28.3,27.5,Sandy,Maize,Growth,Monsoon,100.0
4.42,23.5,82.7,13.3,23.5,Loamy,Maize,Growth,Winter,127.5
9.69,28.5,62.5,11.3,17.6,Silty,Sugarcane,Harvest,Monsoon,354.0
1.93,39.5,51.3,4.3,16.8,Sandy,Sugarcane,Growth,Summer,175.4
8.85,23.4,53.9,0.0,22.7,Sandy,Sugarcane,Flowering,Winter,823.0
6.31,25.7,91.3,26.9,25.5,Silty,Wheat,Seedling,Monsoon,92.5
9.71,16.2,36.1,0.0,8.7,Loamy,Maize,Seedling,Winter,277.1
6.64,36.9,48.1,0.0,18.6,Silty,Rice,Flowering,Summer,384.3
8.6,22.2,77.6,34.8,3.2,Clay,Maize,Seedling,Monsoon,140.9
3.2,35.0,68.4,15.0,20.3,Sandy,Maize,Seedling,Monsoon,110.0
3.37,30.9,80.8,3.3,3.8,Loamy,Sugarcane,Growth,Winter,187.6
4.54,27.3,50.1,0.0,11.3,Clay,Maize,Growth,Winter,127.8
4.59,24.8,49.1,0.0,4.3,Silty,Maize,Growth,Winter,147.8
2.82,34.1,54.7,5.1,21.3,Loamy,Maize,Seedling,Monsoon,90.8
3.58,15.0,48.8,20.5,21.6,Loamy,Cotton,Flowering,Winter,83.6
4.62,37.5,31.2,5.8,18.5,Silty,Rice,Seedling,Summer,181.7
8.91,42.9,37.3,6.0,23.4,Sandy,Rice,Growth,Summer,620.5
1.3,30.3,64.4,21.3,3.4,Silty,Cotton,Growth,Monsoon,5.0
1.81,33.2,63.0,0.9,5.0,Sandy,Sugarcane,Seedling,Summer,115.1
6.29,20.7,62.6,21.4,27.9,Loamy,Cotton,Flowering,Monsoon,206.3
9.35,36.0,31.6,24.3,15.5,Loamy,Sugarcane,Harvest,Monsoon,381.1
4.38,38.5,55.4,0.0,1.0,Clay,Wheat,Flowering,Summer,132.1
9.24,26.9,74.5,23.6,25.8,Sandy,Maize,Flowering,Monsoon,469.4
4.35,36.5,59.5,9.0,7.8,Sandy,Maize,Flowering,Summer,249.6
6.98,31.3,54.0,29.1,13.7,Clay,Wheat,Harvest,Monsoon,86.6
6.4,16.4,54.1,9.2,29.5,Loamy,Sugarcane,Seedling,Winter,282.7
0.54,34.9,61.1,7.7,10.1,Loamy,Rice,Seedling,Monsoon,18.8
1.03,37.7,56.0,10.5,16.1,Loamy,Wheat,Growth,Summer,33.1
4.2,26.2,84.3,34.3,9.8,Sandy,Sugarcane,Harvest,Monsoon,158.2
9.26,38.1,64.3,17.5,18.0,Clay,Sugarcane,Seedling,Monsoon,326.1
2.64,38.6,51.6,2.4,18.9,Sandy,Wheat,Flowering,Summer,157.4
0.63,27.3,46.9,24.4,20.2,Silty,Cotton,Harvest,Winter,5.0
4.34,36.4,74.0,30.7,2.7,Loamy,Rice,Flowering,Monsoon,199.5
4.94,45.0,77.0,2.9,10.8,Silty,Cotton,Growth,Summer,173.1
2.4,32.7,57.6,6.3,22.7,Clay,Maize,Flowering,Summer,83.1
4.63,40.3,44.4,0.0,14.2,Sandy,Wheat,Flowering,Summer,263.4
4.75,36.0,47.1,8.3,16.9,Sandy,Wheat,Harvest,Summer,135.7
3.72,32.5,36.1,8.2,0.6,Loamy,Sugarcane,Growth,Summer,219.3
9.54,39.8,55.4,0.0,14.2,Loamy,Wheat,Seedling,Summer,248.6
8.16,30.1,73.9,5.8,26.0,Loamy,Cotton,Growth,Summer,278.8
1.31,44.7,40.7,0.0,14.2,Silty,Sugarcane,Flowering,Summer,128.3
9.38,26.4,45.9,14.9,14.7,Sandy,Wheat,Seedling,Monsoon,266.6
8.15,39.5,42.2,14.5,7.2,Clay,Rice,Harvest,Summer,213.7
6.44,30.3,84.4,28.3,29.0,Loamy,Rice,Growth,Monsoon,272.4
2.41,21.9,49.5,1.0,14.2,Sandy,Rice,Seedling,Winter,114.2
8.07,30.4,51.9,7.1,12.8,Sandy,Wheat,Growth,Winter,306.5
4.21,31.7,29.2,3.8,9.4,Clay,Maize,Seedling,Summer,100.5
3.32,33.0,70.4,15.8,1.9,Silty,Wheat,Harvest,Monsoon,44.1
8.36,35.1,53.1,0.0,25.6,Loamy,Maize,Harvest,Summer,234.7
3.08,26.1,53.9,0.0,4.5,Sandy,Maize,Flowering,Winter,169.1
6.65,32.2,68.6,18.4,27.0,Silty,Cotton,Flowering,Monsoon,226.9
4.24,37.6,64.4,8.0,27.0,Sandy,Maize,Seedling,Summer,174.2
2.8,18.3,50.5,9.3,20.3,Clay,Cotton,Seedling,Winter,40.7
8.12,37.3,43.5,1.0,11.9,Clay,Maize,Seedling,Summer,195.5
4.25,24.7,51.7,24.3,15.7,Clay,Cotton,Flowering,Summer,91.4
1.32,32.4,48.7,2.2,29.9,Silty,Cotton,Flowering,Summer,67.5
3.51,27.4,35.4,0.2,28.2,Sandy,Sugarcane,Seedling,Winter,234.0
6.87,43.4,58.9,4.2,2.4,Clay,Sugarcane,Growth,Summer,321.8
6.09,27.9,68.2,0.0,29.8,Sandy,Maize,Seedling,Winter,241.1
6.87,35.6,72.0,10.5,23.7,Sandy,Rice,Growth,Monsoon,440.5
4.98,34.6,60.1,4.9,24.1,Silty,Rice,Seedling,Summer,185.3
4.98,25.1,63.9,31.0,1.1,Loamy,Sugarcane,Seedling,Monsoon,182.6
4.4,28.8,54.8,15.6,0.9,Sandy,Rice,Seedling,Summer,195.6
8.06,36.0,89.6,11.2,28.7,Loamy,Sugarcane,Seedling,Monsoon,379.2
1.93,27.4,70.1,27.7,24.4,Silty,Sugarcane,Growth,Monsoon,58.4
9.7,41.1,43.0,17.0,17.5,Silty,Rice,Seedling,Summer,351.5
3.67,35.4,55.5,0.0,13.9,Sandy,Wheat,Seedling,Summer,130.7
3.86,45.0,65.1,13.6,26.4,Clay,Rice,Growth,Summer,154.3
1.94,40.9,78.2,23.3,29.5,Sandy,Wheat,Harvest,Monsoon,37.8
8.37,30.5,70.3,0.0,11.8,Clay,Rice,Harvest,Summer,219.1
7.12,29.0,62.8,0.0,26.8,Sandy,Maize,Flowering,Winter,426.3
6.67,21.1,47.8,0.0,26.1,Sandy,Wheat,Harvest,Winter,178.6
1.66,26.7,77.1,12.6,22.1,Loamy,Maize,Harvest,Monsoon,23.2
1.15,23.4,34.7,0.0,25.7,Clay,Sugarcane,Flowering,Winter,67.3
8.92,31.6,31.7,11.4,12.8,Loamy,Sugarcane,Flowering,Monsoon,637.9
7.06,35.7,60.7,0.0,18.6,Loamy,Cotton,Seedling,Summer,210.8
1.16,35.2,94.7,17.5,7.0,Sandy,Wheat,Flowering,Monsoon,5.0
5.29,29.3,34.5,10.3,15.5,Clay,Cotton,Growth,Summer,134.4
4.84,40.7,64.8,0.0,13.5,Silty,Wheat,Flowering,Summer,180.8
3.44,34.4,61.6,0.0,12.8,Silty,Cotton,Seedling,Summer,94.3
5.07,29.9,80.0,14.8,24.9,Clay,Cotton,Harvest,Monsoon,79.3
3.44,31.3,40.8,15.7,6.2,Clay,Wheat,Growth,Monsoon,63.2
3.21,24.5,57.6,0.0,5.1,Loamy,Rice,Growth,Winter,149.0
9.0,27.4,50.8,4.7,19.2,Sandy,Wheat,Flowering,Winter,414.4
9.6,28.2,47.8,6.8,10.8,Clay,Maize,Seedling,Winter,210.3
2.73,21.0,52.2,6.9,20.2,Loamy,Rice,Growth,Winter,115.3
4.49,44.8,64.1,26.9,4.2,Loamy,Cotton,Growth,Monsoon,134.8
7.79,32.3,59.8,37.7,5.6,Sandy,Wheat,Seedling,Monsoon,176.1
0.52,23.0,93.9,22.6,12.4,Loamy,Cotton,Seedling,Monsoon,5.0
0.67,35.0,85.8,10.2,1.0,Sandy,Cotton,Harvest,Winter,5.0
4.21,22.9,45.8,5.5,3.0,Clay,Rice,Seedling,Winter,113.7
1.61,23.7,39.6,0.0,14.6,Loamy,Wheat,Growth,Winter,47.2
5.38,22.2,78.1,0.0,13.9,Clay,Sugarcane,Flowering,Winter,272.6
8.73,38.1,38.8,0.0,27.6,Silty,Maize,Harvest,Summer,228.0
0.58,29.2,48.9,2.4,12.2,Silty,Maize,Flowering,Winter,24.2
1.61,25.1,56.5,8.3,29.7,Silty,Rice,Growth,Winter,61.2
1.85,37.8,42.8,0.0,13.0,Loamy,Cotton,Flowering,Summer,107.7
1.8,28.1,76.8,22.8,11.4,Sandy,Wheat,Growth,Monsoon,5.4
2.81,37.5,47.0,4.4,26.7,Silty,Rice,Harvest,Summer,102.1
9.48,17.6,50.4,7.3,18.6,Loamy,Sugarcane,Harvest,Winter,378.0
5.21,31.1,80.4,8.8,0.8,Loamy,Sugarcane,Flowering,Monsoon,344.6
3.21,33.5,49.5,0.0,10.9,Loamy,Wheat,Harvest,Summer,76.3
9.19,32.4,65.4,19.4,0.7,Silty,Wheat,Flowering,Monsoon,259.0
3.86,23.6,76.8,24.1,15.9,Sandy,Sugarcane,Seedling,Monsoon,179.6
6.79,29.4,88.2,15.2,29.8,Loamy,Cotton,Seedling,Monsoon,167.0
6.47,21.8,79.7,18.4,9.1,Sandy,Maize,Growth,Monsoon,241.5
9.98,31.3,56.6,7.7,17.5,Clay,Maize,Flowering,Winter,332.2
2.51,30.8,41.7,23.6,29.2,Clay,Maize,Growth,Monsoon,53.4
2.68,26.0,61.5,13.0,5.3,Silty,Rice,Flowering,Winter,108.7
9.37,29.9,49.2,0.0,23.8,Loamy,Cotton,Flowering,Winter,408.0
6.61,42.8,59.1,9.1,22.1,Clay,Wheat,Harvest,Summer,112.8
3.43,34.0,30.4,0.0,5.7,Silty,Cotton,Harvest,Summer,87.4
8.55,40.2,64.3,14.7,2.4,Sandy,Sugarcane,Seedling,Summer,522.5
6.54,26.2,83.1,23.2,11.8,Silty,Cotton,Flowering,Monsoon,186.0
9.5,43.6,46.5,7.3,19.4,Silty,Rice,Growth,Summer,450.1
5.29,28.0,59.7,9.7,9.5,Silty,Rice,Harvest,Winter,153.7
2.44,27.2,56.9,22.2,1.0,Clay,Rice,Flowering,Monsoon,66.8
8.19,37.5,46.2,28.8,4.9,Silty,Cotton,Flowering,Summer,274.1
4.83,29.9,64.8,11.7,2.2,Loamy,Maize,Flowering,Monsoon,186.1
5.14,37.8,74.0,17.3,0.5,Silty,Rice,Harvest,Monsoon,146.2
6.58,33.0,61.9,8.0,7.6,Loamy,Cotton,Flowering,Summer,265.1
6.78,33.9,50.7,22.0,29.6,Sandy,Wheat,Harvest,Monsoon,169.4
0.57,34.8,74.7,8.1,11.6,Silty,Sugarcane,Harvest,Summer,15.8
5.0,32.7,31.1,12.8,28.6,Loamy,Rice,Growth,Summer,254.2
9.6,23.7,43.7,8.9,9.1,Silty,Wheat,Seedling,Winter,191.8
4.44,31.8,60.0,18.7,26.4,Clay,Rice,Seedling,Monsoon,120.7
9.69,33.8,46.3,0.0,23.1,Loamy,Sugarcane,Harvest,Summer,421.4
6.95,23.1,43.6,7.6,26.8,Silty,Maize,Growth,Winter,224.2
6.46,32.2,28.2,8.0,16.8,Silty,Wheat,Harvest,Winter,126.6
5.21,36.8,54.1,20.7,3.6,Silty,Rice,Flowering,Monsoon,256.0
5.22,27.6,48.0,14.4,7.4,Silty,Cotton,Harvest,Winter,98.6
9.71,40.0,53.0,0.0,25.1,Sandy,Cotton,Seedling,Summer,386.0
7.23,17.0,47.4,3.1,17.4,Clay,Maize,Harvest,Winter,130.9
5.05,33.9,54.0,11.0,19.5,Silty,Cotton,Flowering,Summer,186.7
0.91,21.4,67.8,7.9,8.9,Clay,Cotton,Growth,Monsoon,5.0
8.26,31.8,60.9,24.0,0.2,Silty,Wheat,Flowering,Monsoon,220.3
4.28,29.0,68.1,12.5,10.2,Clay,Rice,Growth,Winter,140.5
3.15,32.4,61.6,8.1,0.2,Sandy,Wheat,Seedling,Winter,83.4
1.38,33.0,67.5,8.5,25.8,Sandy,Sugarcane,Harvest,Summer,72.3
8.38,39.2,55.5,9.5,17.2,Clay,Cotton,Flowering,Summer,270.9
7.47,23.0,43.3,17.0,5.2,Silty,Rice,Growth,Winter,300.8
5.73,40.0,47.2,5.2,13.2,Sandy,Rice,Growth,Summer,396.3
1.08,34.5,58.9,12.2,6.4,Clay,Sugarcane,Growth,Summer,38.6
7.4,30.4,54.7,2.7,15.1,Sandy,Maize,Harvest,Summer,254.0
7.88,29.8,35.9,17.4,28.4,Sandy,Maize,Growth,Monsoon,368.7
